Date,Open,High,Low,Close
10/24/1979,806.8,816.6,803.2,808.4
10/25/1979,808.4,816.4,803.1,808.5
10/26/1979,808.5,814.7,801.6,809.3
10/29/1979,809.3,815.5,804.9,808.6
10/30/1979,808.6,824.7,805.8,823.8
10/31/1979,823.8,826.9,812.9,815.7
11/1/1979,815.7,823.6,809.7,820.1
11/2/1979,820.1,824.7,814.4,818.9
11/5/1979,818.9,819.4,808.5,812.6
11/6/1979,812.6,813.4,804.6,806.5
11/7/1979,805.2,805.2,793.4,796.7
11/8/1979,796.7,804.3,792.2,797.6
11/9/1979,799.9,812.3,799.9,806.5
11/12/1979,806.5,823.7,805.6,821.9
11/13/1979,821.9,825.9,811.5,814.1
11/14/1979,814.1,823,805,816.6
11/15/1979,816.6,827.6,813.6,821.3
11/16/1979,821.3,822.6,812.5,815.7
11/19/1979,815.7,823,810.1,815.3
11/20/1979,815.3,820.1,805.1,809.2
11/21/1979,809.2,810.5,793.6,807.4
11/23/1979,807.4,816,804.9,811.8
11/26/1979,813.8,833.1,813.8,828.8
11/27/1979,828.8,837.3,820.7,825.9
11/28/1979,825.9,835.9,818.1,830.5
11/29/1979,830.5,838.6,826.5,831.7
11/30/1979,830.8,830.8,819.9,822.4
12/3/1979,822.4,825.5,814.8,819.6
12/4/1979,819.6,828.3,818.1,824.9
12/5/1979,824.9,837.4,824.2,828.4
12/6/1979,828.4,837.5,826.2,835.1
12/7/1979,835.1,844.7,829.4,833.2
12/10/1979,833.2,837.3,826.6,833.9
12/11/1979,833.9,841.5,828.4,833.7
12/12/1979,833.7,840.9,830.2,835.7
12/13/1979,835.7,840.5,830,836.1
12/14/1979,836.1,846.9,833.3,842.8
12/17/1979,842.8,851.5,838.1,844.6
12/18/1979,844.6,849.2,835.3,838.7
12/19/1979,838.7,842.8,830.5,838.9
12/20/1979,838.9,848.6,835.3,843.3
12/21/1979,843.3,847.4,834.6,838.9
12/24/1979,838.9,842.3,833.2,839.2
12/26/1979,839.2,843.1,833.7,838.1
12/27/1979,838.1,842.8,834.5,840.1
12/28/1979,840.1,843.4,834.6,838.9
12/31/1979,838.9,843.2,834.4,838.7
1/2/1980,838.7,841.2,822.4,824.6
1/3/1980,824.6,827.7,809,820.3
1/4/1980,820.3,833.5,819,828.8
1/7/1980,828.8,839.9,824.7,832
1/8/1980,832,853.7,828.8,851.7
1/9/1980,851.7,865.7,846.8,850.1
1/10/1980,850.1,866.7,848.9,859
1/11/1980,859,868.2,848.9,858.5
1/14/1980,858.5,870.7,855,863.6
1/15/1980,863.6,873.8,855.9,868.6
1/16/1980,868.6,881.1,862.1,865.2
1/17/1980,865.2,873,857,863.6
1/18/1980,863.6,873.2,855.3,867.2
1/21/1980,867.2,880,863.7,872.8
1/22/1980,872.8,880,862,866.2
1/23/1980,866.2,883,859.4,877.6
1/24/1980,877.6,891.4,874.2,880
1/25/1980,880,882.3,869,876.1
1/28/1980,876.1,884.6,866.6,878.5
1/29/1980,878.5,885.7,864.6,874.4
1/30/1980,874.4,886.1,870.1,881.9
1/31/1980,881.9,897.9,873,875.9
2/1/1980,875.9,886.6,866.3,881.5
2/4/1980,881.5,887.4,870.5,875.1
2/5/1980,875.1,880.9,868.2,876.6
2/6/1980,876.6,888.1,867.9,881.8
2/7/1980,881.8,897.3,878.2,885.5
2/8/1980,885.5,901.1,879.9,895.7
2/11/1980,895.7,902.4,884,889.6
2/12/1980,889.6,901.4,881,899
2/13/1980,899,918.2,896.6,903.8
2/14/1980,903.8,912,886.9,893.8
2/15/1980,892.9,892.9,875.1,885
2/19/1980,884,884,869.4,876
2/20/1980,876,891.3,872.4,886.9
2/21/1980,886.9,891.1,864,868.5
2/22/1980,868.5,877.5,855.8,868.8
2/25/1980,868.8,868.9,854.6,859.8
2/26/1980,859.8,869.5,853.2,864.3
2/27/1980,864.3,875.3,850.1,855.1
2/28/1980,855.1,865.1,847.3,854.4
2/29/1980,854.4,866.6,850.9,863.1
3/3/1980,863.1,868.3,851.4,854.4
3/4/1980,854.4,859.9,842.8,856.5
3/5/1980,856.5,868.7,840.8,844.9
3/6/1980,844.9,848.1,822.4,828.1
3/7/1980,828.1,832.5,813.2,820.6
3/10/1980,820.6,828.8,807.3,818.9
3/11/1980,818.9,831.9,817.6,826.5
3/12/1980,826.5,829.9,808.7,819.5
3/13/1980,819.5,825.3,806.6,809.6
3/14/1980,809.6,819.1,800.7,811.7
3/17/1980,811.3,811.3,785,788.7
3/18/1980,788.7,806.7,781,801.6
3/19/1980,801.6,812.1,795,800.9
3/20/1980,800.9,804.6,785.9,789.1
3/21/1980,789.1,794.7,779.5,785.2
3/24/1980,785,785,761.7,765.4
3/25/1980,765.4,777.5,758.4,767.8
3/26/1980,767.8,781.7,758.8,762.1
3/27/1980,762.1,767.4,730,760
3/28/1980,760,784.4,756.6,777.7
3/31/1980,777.7,790.9,772.2,785.8
4/1/1980,785.8,792.2,776.3,784.5
4/2/1980,784.5,796.4,780,787.8
4/3/1980,787.8,792,778.2,784.1
4/7/1980,784.1,784.4,765.4,768.3
4/8/1980,768.3,779.6,759.8,775
4/9/1980,775,790,772.4,785.9
4/10/1980,785.9,796.4,783,791.5
4/11/1980,791.5,800.9,786.5,791.6
4/14/1980,791.6,791.8,779.5,784.9
4/15/1980,784.9,792.4,778.8,783.4
4/16/1980,783.4,794.9,769.8,771.3
4/17/1980,771.3,776.4,762.1,768.9
4/18/1980,768.9,775.9,760.3,763.4
4/21/1980,763.4,769.6,751.4,759.1
4/22/1980,771.3,793.4,771.3,789.9
4/23/1980,789.9,801.1,784.1,789.3
4/24/1980,789.3,805,785.2,797.1
4/25/1980,797.1,806.7,786.4,803.6
4/28/1980,803.6,814.7,798.7,805.5
4/29/1980,805.5,816.2,802.7,811.1
4/30/1980,811.1,818.5,801,817.1
5/1/1980,817.1,820.2,803.2,808.8
5/2/1980,808.8,815.7,803,810.9
5/5/1980,810.9,819.2,803.6,816.3
5/6/1980,816.3,827.7,808.3,816
5/7/1980,816,828.7,810.5,821.3
5/8/1980,821.3,827.5,811,815.2
5/9/1980,815.1,815.1,802.5,805.8
5/12/1980,805.8,810.3,795.8,805.2
5/13/1980,805.2,820.4,803.1,816.9
5/14/1980,816.9,827.7,813.7,819.6
5/15/1980,819.6,829.4,816,822.5
5/16/1980,822.5,829.5,819.1,826.9
5/19/1980,826.9,835.8,820.7,830.9
5/20/1980,830.9,837.1,825.6,832.5
5/21/1980,832.5,836.4,821.5,831.1
5/22/1980,831.1,848.6,828.8,842.9
5/23/1980,843.3,858.6,843.3,854.1
5/27/1980,854.1,864.4,851.3,857.8
5/28/1980,857.8,866.1,850.1,860.3
5/29/1980,860.3,863.7,844.7,846.3
5/30/1980,846.3,853.2,835.1,850.9
6/2/1980,850.9,857.9,842.9,847.4
6/3/1980,847.4,852,840.7,843.8
6/4/1980,843.8,860.5,842.8,858
6/5/1980,858,868.6,853.5,858.7
6/6/1980,858.7,867.1,853.1,861.5
6/9/1980,861.5,867.7,855.7,860.7
6/10/1980,860.7,870.7,855.2,864
6/11/1980,864,876.9,860.2,872.7
6/12/1980,872.7,881.4,863.1,872.6
6/13/1980,872.6,884,866.8,876.4
6/16/1980,876.4,883.2,868.8,877.7
6/17/1980,877.7,887.6,872.4,879.3
6/18/1980,879.3,885.3,870.1,881.9
6/19/1980,881.9,886,869.6,870.9
6/20/1980,870.9,875.1,863.3,869.7
6/23/1980,869.7,879.6,864.9,873.8
6/24/1980,873.8,881.3,867.2,877.3
6/25/1980,877.3,892.5,874.9,887.5
6/26/1980,887.5,896.3,880,883.5
6/27/1980,883.5,889.1,874.5,881.8
6/30/1980,880.9,880.9,864.3,867.9
7/1/1980,867.9,876,862.6,872.3
7/2/1980,872.3,880.5,867.1,876
7/3/1980,876,890.8,874.8,888.9
7/7/1980,888.9,900.8,886.9,898.2
7/8/1980,898.2,904.9,891.4,897.4
7/9/1980,897.4,908.9,892.6,897.3
7/10/1980,897.3,900.3,883.3,885.9
7/11/1980,885.9,895.2,880.8,891.1
7/14/1980,891.1,908.3,887.2,905.6
7/15/1980,905.6,916,899.2,901.5
7/16/1980,901.5,913,898.2,904.4
7/17/1980,904.4,916.6,902.1,915.1
7/18/1980,915.1,930.8,914.4,924
7/21/1980,924,933.3,916.4,928.7
7/22/1980,928.7,940.8,922.2,927.3
7/23/1980,927.3,937.7,921,928.6
7/24/1980,928.6,933.8,920,926.1
7/25/1980,925.3,925.3,913.2,918.1
7/28/1980,918.1,927.7,911.7,925.4
7/29/1980,925.4,935.2,921.3,931.9
7/30/1980,931.9,946.9,926.5,936.2
7/31/1980,936.2,939.5,918.8,935.3
8/1/1980,935.3,940,924.8,931.5
8/4/1980,931.5,935.2,918.5,931.1
8/5/1980,931.1,938.8,924.2,929.8
8/6/1980,929.8,941,923.6,938.2
8/7/1980,938.2,953.8,935.8,950.9
8/8/1980,950.9,965.9,949.7,954.7
8/11/1980,954.7,966.9,950.4,964.1
8/12/1980,964.1,970,948.7,952.4
8/13/1980,952.4,958.8,944.5,949.2
8/14/1980,949.2,965.4,943.7,962.6
8/15/1980,962.6,972.4,956.3,966.7
8/18/1980,962,962,945,948.6
8/19/1980,948.6,952.1,937.4,939.9
8/20/1980,939.9,949,934.5,945.3
8/21/1980,945.3,958.5,943.9,955
8/22/1980,955,969.5,952.7,958.2
8/25/1980,958.2,961.4,947.7,956.2
8/26/1980,956.2,964.6,949.9,953.4
8/27/1980,953.2,953.2,939.7,943.1
8/28/1980,943.1,944,927.2,930.4
8/29/1980,930.4,936.4,923,932.6
9/2/1980,932.6,944.8,928.2,940.8
9/3/1980,940.8,955.2,939.9,953.2
9/4/1980,953.2,964.9,942.9,948.8
9/5/1980,948.8,950.7,937,941
9/8/1980,941,945.5,925.3,928.6
9/9/1980,928.6,936.1,919,934.7
9/10/1980,934.7,946.2,930.6,938.5
9/11/1980,938.5,947.8,934.4,941.3
9/12/1980,941.3,945.5,932.5,936.5
9/15/1980,936.5,942.6,927,937.6
9/16/1980,937.6,953.1,935.3,945.9
9/17/1980,945.9,967,943.7,961.3
9/18/1980,961.3,972,950.3,956.5
9/19/1980,956.5,972.7,950.8,963.7
9/22/1980,963.7,977.1,955.3,974.6
9/23/1980,974.6,980.7,957.9,962
9/24/1980,962,972.8,952.7,964.8
9/25/1980,964.8,972.6,953.1,956
9/26/1980,952.7,952.7,935,940.1
9/29/1980,934.8,934.8,918,921.9
9/30/1980,921.9,937.2,921.6,932.4
10/1/1980,932.4,945.1,923,939.4
10/2/1980,939.4,948.2,931.3,942.2
10/3/1980,942.2,957.9,938.4,950.7
10/6/1980,950.9,969.6,950.9,965.7
10/7/1980,965.7,973,955.6,960.7
10/8/1980,960.7,971.4,955.3,964
10/9/1980,964,971.1,953.1,959
10/10/1980,959,965.7,946.3,950.7
10/13/1980,950.7,963.7,946.5,959.9
10/14/1980,959.9,971.7,957.1,962.2
10/15/1980,962.2,975.9,959.7,972.4
10/16/1980,972.4,987.3,956.6,958.7
10/17/1980,958.7,966,946.4,956.1
10/20/1980,956.1,964.4,946.6,960.8
10/21/1980,960.8,968.7,949.9,954.4
10/22/1980,954.4,961.8,947.9,955.1
10/23/1980,955.1,958.3,936.7,939.5
10/24/1980,939.5,947.4,931.1,943.6
10/27/1980,943.6,944.6,930.1,931.7
10/28/1980,931.7,937.5,922.8,932.6
10/29/1980,932.6,941.6,925.7,929.2
10/30/1980,929.2,932.5,915,917.8
10/31/1980,917.8,929.4,911.6,924.5
11/3/1980,924.5,941.3,924.5,937.2
11/5/1980,950.3,982.6,950.3,953.2
11/6/1980,950.4,950.4,932.1,935.4
11/7/1980,935.4,940.5,926.1,932.4
11/10/1980,932.4,940.4,926.7,933.8
11/11/1980,933.8,951.2,933,944
11/12/1980,944,968.9,943.8,964.9
11/13/1980,964.9,984.6,962.2,982.4
11/14/1980,982.4,997.4,973.2,986.4
11/17/1980,986.4,990.8,968.9,986.3
11/18/1980,986.3,1005.2,985.9,998
11/19/1980,998,1009.4,983.4,991
11/20/1980,991,1004.6,984.9,1000.2
11/21/1980,1000.2,1004.7,984.3,989.9
11/24/1980,988.1,988.1,967.7,978.8
11/25/1980,978.8,993.5,973,982.7
11/26/1980,982.7,1000.8,979.9,989.7
11/28/1980,989.7,998.7,980.4,993.3
12/1/1980,991.1,991.1,966.4,969.5
12/2/1980,969.5,979.7,955,974.4
12/3/1980,974.4,981.6,963.6,972.3
12/4/1980,972.3,984.2,963.3,970.5
12/5/1980,970.5,972.6,951.5,956.2
12/8/1980,951.2,951.2,928.3,933.7
12/9/1980,933.7,944.3,921.6,934
12/10/1980,934,943.5,914.2,916.2
12/11/1980,916.2,918.5,894.5,908.5
12/12/1980,908.5,923.1,906.5,917.2
12/15/1980,917.2,927.7,907.9,911.6
12/16/1980,911.6,922.4,902.5,918.1
12/17/1980,918.1,934,913.1,928.5
12/18/1980,928.5,948.4,925,930.2
12/19/1980,930.2,945.3,924.6,937.2
12/22/1980,937.2,962.2,934.6,958.8
12/23/1980,958.8,971.3,949.5,958.3
12/24/1980,958.3,968.2,950.9,963.1
12/26/1980,963.1,969.4,958.5,966.4
12/29/1980,966.4,974.6,956.4,960.6
12/30/1980,960.6,969.5,953,962
12/31/1980,962,971.5,955.6,964
1/2/1981,964,975.7,958.7,972.8
1/5/1981,976.3,996.9,976.3,992.7
1/6/1981,992.7,1013.1,986.3,1004.7
1/7/1981,986.4,986.4,962.6,980.9
1/8/1981,980.9,986,959.1,965.7
1/9/1981,965.7,977.1,957.8,968.7
1/12/1981,968.7,983.9,964.8,968.8
1/13/1981,968.8,971.3,956.5,965.1
1/14/1981,965.1,978.1,960.8,966.5
1/15/1981,966.5,975.2,959.3,970
1/16/1981,970,980.3,964.9,973.3
1/19/1981,973.3,980.4,965.4,971
1/20/1981,971,975.9,948.6,950.7
1/21/1981,950.7,954,938.5,946.3
1/22/1981,946.3,951.3,934.1,940.4
1/23/1981,940.4,947.1,934.3,940.2
1/26/1981,940.2,947.7,930.9,938.9
1/27/1981,938.9,954.7,935.9,949.5
1/28/1981,949.5,956.9,939.7,942.6
1/29/1981,942.6,955.6,937.1,948.9
1/30/1981,948.9,960.2,940.6,947.3
2/2/1981,947.1,947.1,923.9,932.3
2/3/1981,932.3,944.4,925.8,941.4
2/4/1981,941.4,948.2,933.3,942
2/5/1981,942,952.2,936.1,946.8
2/6/1981,946.8,960,944.2,952.3
2/9/1981,952.3,958.5,943.3,947.2
2/10/1981,947.2,955.1,940,948.6
2/11/1981,948.6,954.4,939,942.5
2/12/1981,942.5,947.5,933,936.6
2/13/1981,936.6,940.2,926.5,931.6
2/17/1981,931.6,944.3,930.4,939.7
2/18/1981,939.7,950.3,935.2,947.1
2/19/1981,947.1,952.1,930.3,933.4
2/20/1981,933.4,942.4,926.1,936.1
2/23/1981,936.1,952.2,930.6,945.2
2/24/1981,945.2,955.6,938.8,946.1
2/25/1981,946.1,958.5,932.2,954.4
2/26/1981,954.4,972.2,953,966.8
2/27/1981,966.8,980.9,960.6,974.6
3/2/1981,974.6,983.8,964.4,978
3/3/1981,978,982,961.7,966
3/4/1981,966,980.7,959.5,971.4
3/5/1981,971.4,977.1,961.4,964.6
3/6/1981,964.6,972.1,955.7,964.6
3/9/1981,964.6,981.2,962.8,976.4
3/10/1981,976.4,987.6,968.5,972.7
3/11/1981,972.7,978.3,959.1,967.7
3/12/1981,967.7,991.4,966.1,989.8
3/13/1981,989.8,1002.7,981.1,985.8
3/16/1981,985.8,1005.4,979.4,1002.8
3/17/1981,1002.8,1011.1,986.2,992.5
3/18/1981,992.5,1003.3,984.2,994.1
3/19/1981,994.1,1001.7,981.2,986.6
3/20/1981,986.6,1002.1,981.3,992.8
3/23/1981,992.8,1008.9,988.6,1004.2
3/24/1981,1004.2,1015.6,992.4,996.1
3/25/1981,996.1,1016.5,992.7,1015.2
3/26/1981,1015.2,1021.8,1000.8,1005.8
3/27/1981,1005.8,1008.3,990,994.8
3/30/1981,994.8,1005,987.2,992.2
3/31/1981,996.6,1011.4,996.6,1003.9
4/1/1981,1003.9,1020.6,1002.2,1014.1
4/2/1981,1014.1,1020.6,1002.1,1009
4/3/1981,1009,1017,1000.7,1007.1
4/6/1981,1004.6,1004.6,986.7,994.2
4/7/1981,994.2,1004.4,987,992.9
4/8/1981,992.9,1000.5,987.8,993.4
4/9/1981,993.4,1004.5,984.9,998.8
4/10/1981,998.8,1009,990.6,1000.3
4/13/1981,1000.3,1003.5,987.7,993.2
4/14/1981,993.2,998.6,981.8,989.1
4/15/1981,989.1,1004.4,987,1001.7
4/16/1981,1001.7,1012.8,995.2,1005.6
4/20/1981,1005.6,1020.7,995.1,1015.9
4/21/1981,1015.9,1021,1001.4,1005.9
4/22/1981,1005.9,1014,996.1,1007
4/23/1981,1007,1022.3,1001.9,1010.3
4/24/1981,1010.3,1024.7,1004.3,1020.4
4/27/1981,1020.4,1031,1013.9,1024.1
4/28/1981,1024.1,1029.6,1009.4,1016.9
4/29/1981,1016.9,1018.4,996.6,1004.3
4/30/1981,1004.3,1010.9,991.9,997.8
5/1/1981,997.8,1005.2,987.1,995.6
5/4/1981,985.4,985.4,971.9,979.1
5/5/1981,979.1,979.4,964.5,972.4
5/6/1981,972.4,983.2,969.5,973.3
5/7/1981,973.3,982,969.3,978.4
5/8/1981,978.4,983.9,972.7,976.4
5/11/1981,976.4,979.5,959.8,963.4
5/12/1981,963.4,973.7,956.7,970.8
5/13/1981,970.8,978.1,961.8,967.8
5/14/1981,967.8,979,963.1,973.1
5/15/1981,973.1,990.1,971.7,986
5/18/1981,986,994.4,978.8,985.8
5/19/1981,985.8,988.3,972.3,980
5/20/1981,980,984.9,971.4,976.9
5/21/1981,976.9,984.1,969.1,976.6
5/22/1981,976.6,982.6,966.6,971.7
5/26/1981,971.7,987.2,965.7,984
5/27/1981,984,998.7,978.8,993.1
5/28/1981,993.1,1003,982.7,994.3
5/29/1981,994.3,1003.2,985.4,991.8
6/1/1981,991.8,1010.5,989,998
6/2/1981,998,1003.2,984.7,987.5
6/3/1981,987.5,993.1,976.8,989.7
6/4/1981,989.7,996.7,980.3,986.7
6/5/1981,986.7,999.4,981.2,993.8
6/8/1981,993.8,1003.5,990.5,995.6
6/9/1981,995.6,1004.5,987.8,994.4
6/10/1981,994.4,1003.7,985.9,993.9
6/11/1981,993.9,1010.6,989.9,1007.4
6/12/1981,1007.4,1017.2,996.8,1006.3
6/15/1981,1006.9,1023,1006.9,1012
6/16/1981,1012,1017.5,997.9,1003.3
6/17/1981,1003.3,1010.8,992,1006.6
6/18/1981,1006.6,1011.8,991,995.2
6/19/1981,995.2,1002.9,988.8,996.2
6/22/1981,996.2,1004.2,989,994.2
6/23/1981,994.2,1008.9,990,1006.7
6/24/1981,1006.7,1008.1,993.2,999.3
6/25/1981,999.3,1008,992.6,996.8
6/26/1981,996.8,1001.8,988.5,992.9
6/29/1981,992.9,996.4,981.2,984.6
6/30/1981,984.6,988,972.7,976.9
7/1/1981,976.9,979,963.3,967.7
7/2/1981,967.7,972.7,954.7,959.2
7/6/1981,958,958,942,949.3
7/7/1981,949.3,962.9,943.5,954.2
7/8/1981,954.2,961.3,944.1,953.5
7/9/1981,953.5,963.2,950.1,959
7/10/1981,959,963.4,950.2,955.7
7/13/1981,955.7,962.4,949.9,954.3
7/14/1981,954.3,956.5,941.5,948.3
7/15/1981,948.3,960.3,945.5,954.2
7/16/1981,954.2,960.5,947.1,955.5
7/17/1981,955.5,964.8,949.3,958.9
7/20/1981,954.8,954.8,937,940.5
7/21/1981,940.5,944.4,927.2,934.5
7/22/1981,934.5,942.1,922.4,924.7
7/23/1981,924.7,932.8,918.7,928.6
7/24/1981,928.6,941.8,926.9,936.7
7/27/1981,937.1,950.8,937.1,945.9
7/28/1981,945.9,948.2,934.7,939.4
7/29/1981,939.4,947.3,933.5,937.4
7/30/1981,937.4,948.3,934.4,945.1
7/31/1981,945.1,956.7,943.4,952.3
8/3/1981,952.3,955.5,940.5,946.3
8/4/1981,946.3,951.4,937.4,946
8/5/1981,946,958.8,942.2,953.6
8/6/1981,953.6,961.5,947.3,952.9
8/7/1981,952.9,954.2,938.5,942.5
8/10/1981,942.5,948.8,935.9,943.7
8/11/1981,943.7,955.5,939.5,949.3
8/12/1981,949.3,955.9,942.3,945.2
8/13/1981,945.2,952.9,938.6,944.4
8/14/1981,944.4,947.8,933.8,936.9
8/17/1981,936.9,939.4,924.4,926.8
8/18/1981,926.8,932.7,916.4,924.4
8/19/1981,924.4,932.1,918.4,926.5
8/20/1981,926.5,935.3,923.5,928.4
8/21/1981,928.4,930.7,917.1,920.6
8/24/1981,917.4,917.4,897,900.1
8/25/1981,900.1,904.3,887.5,901.8
8/26/1981,901.8,908.4,893.7,899.3
8/27/1981,899.3,900.5,883.7,889.1
8/28/1981,889.1,898.8,884.8,892.2
8/31/1981,892.2,900.9,879.1,881.5
9/1/1981,881.5,889.4,873.1,882.7
9/2/1981,882.7,892.4,879.3,884.2
9/3/1981,884.2,888.7,865.1,867
9/4/1981,867,870,856.2,861.7
9/8/1981,861.7,863.4,843.1,851.1
9/9/1981,851.1,861.3,844.9,853.9
9/10/1981,853.9,868.8,853.1,862.4
9/11/1981,862.4,875.5,857.2,872.8
9/14/1981,872.8,876.2,860.1,866.2
9/15/1981,866.2,872.5,856.7,858.4
9/16/1981,858.4,858.4,846,851.6
9/17/1981,851.6,858.3,837.3,840.1
9/18/1981,840.1,845.5,829.4,836.2
9/21/1981,836.2,851.7,829.4,846.6
9/22/1981,846.6,855.4,838.2,845.7
9/23/1981,845.7,847.5,827.3,840.9
9/24/1981,840.9,850.7,832,835.1
9/25/1981,834.5,834.5,815.4,824
9/28/1981,824,844.7,807.5,842.6
9/29/1981,842.6,858.8,837.8,847.9
9/30/1981,847.9,854.4,839.6,850
10/1/1981,850,855.9,840.5,852.3
10/2/1981,852.3,866.3,848.7,860.7
10/5/1981,860.7,874,854.8,859.9
10/6/1981,859.9,870.8,848.7,856.3
10/7/1981,856.3,871.6,854,868.7
10/8/1981,868.7,881.7,862.6,878.1
10/9/1981,878.1,885.8,866.3,873
10/12/1981,873,877.8,862.3,869.5
10/13/1981,869.5,876.1,859.6,865.6
10/14/1981,865.6,866.5,848.5,850.7
10/15/1981,850.7,861.5,845.6,856.3
10/16/1981,856.3,860.7,846.4,851.7
10/19/1981,851.7,853.9,840.1,847.1
10/20/1981,847.1,860.1,844.8,851.9
10/21/1981,851.9,862,846.5,851
10/22/1981,851,854.1,840.9,848.3
10/23/1981,847.6,847.6,833.1,838
10/26/1981,838,838,823.6,831
10/27/1981,831,846.9,828,838.4
10/28/1981,838.4,847.9,832.3,837.6
10/29/1981,837.6,842.5,826.6,833
10/30/1981,833,854.8,827,852.6
11/2/1981,856,872.5,856,866.8
11/3/1981,866.8,873.2,859.9,868.7
11/4/1981,868.7,876.1,859.3,866.8
11/5/1981,866.8,874.1,856.9,859.1
11/6/1981,859.1,861.2,847.9,852.5
11/9/1981,852.5,861.5,844.7,855.2
11/10/1981,855.2,865.6,849.1,854
11/11/1981,854,860.8,849,857.1
11/12/1981,857.1,869,854.1,860.5
11/13/1981,860.5,865.2,851.8,855.9
11/16/1981,853.8,853.8,839,845
11/17/1981,845,853.5,841.2,850.2
11/18/1981,850.2,854.3,840,844.1
11/19/1981,844.1,850.1,834.6,844.8
11/20/1981,844.8,858.2,841.8,852.9
11/23/1981,852.9,860.9,848.2,851.8
11/24/1981,851.8,873.3,850.2,870.2
11/25/1981,870.7,885,870.7,878.1
11/27/1981,878.1,890.9,875.8,885.9
11/30/1981,885.9,892.8,878.1,889
12/1/1981,889,896.1,881.4,890.2
12/2/1981,890.2,892.4,879.3,882.6
12/3/1981,882.6,888.3,875.9,883.9
12/4/1981,885.8,898.5,885.8,892.7
12/7/1981,892.7,897.2,883.4,887
12/8/1981,887,889.4,875.3,881.8
12/9/1981,881.8,891.5,879.2,888.2
12/10/1981,888.2,897.7,885.2,892
12/11/1981,892,897.5,883.4,886.5
12/14/1981,882.5,882.5,868.7,871.5
12/15/1981,871.5,880.3,867.8,876
12/16/1981,876,878.4,865.1,868.7
12/17/1981,868.7,874.7,862.8,870.5
12/18/1981,870.5,880.7,867.4,875.8
12/21/1981,875.8,879.6,868.6,873.1
12/22/1981,873.1,878.8,867.8,872
12/23/1981,872,877.3,865.4,869.7
12/24/1981,869.7,876.1,866.2,873.4
12/28/1981,873.4,878,867.8,870.3
12/29/1981,870.3,875.7,864.4,868.3
12/30/1981,868.3,879.8,866,873.1
12/31/1981,873.1,880.3,868.9,875
1/4/1982,875,887.4,871.9,882.5
1/5/1982,882.5,882.6,862.8,865.3
1/6/1982,865.3,868.7,853.4,861
1/7/1982,861,865.4,851.2,861.8
1/8/1982,861.8,872.2,858.9,866.5
1/11/1982,866.5,872.4,848.6,850.5
1/12/1982,850.5,856.1,842.7,847.7
1/13/1982,847.7,855.3,835.1,839
1/14/1982,839,848.4,834.1,842.3
1/15/1982,842.3,852.6,840.4,847.6
1/18/1982,847.6,857.8,838.5,855.1
1/19/1982,855.1,862,845.2,847.4
1/20/1982,847.4,853.5,839,845.9
1/21/1982,845.9,856.6,842.9,848.3
1/22/1982,848.3,853.3,839.8,845
1/25/1982,845,846.8,832.6,842.8
1/26/1982,842.8,849.8,836.8,841.5
1/27/1982,841.5,848.1,832.7,842.7
1/28/1982,845.3,867.2,845.3,864.3
1/29/1982,864.3,876.7,859.8,871.1
2/1/1982,866.3,866.3,848.1,851.7
2/2/1982,851.7,860.8,846.5,852.6
2/3/1982,852.6,858.3,841.9,845
2/4/1982,845,852.7,835.7,847
2/5/1982,847,858.3,842.9,851
2/8/1982,849.7,849.7,830.9,833.4
2/9/1982,833.4,838.5,824.1,830.6
2/10/1982,830.6,842.1,829.3,836.7
2/11/1982,836.7,841.4,827.3,834.7
2/12/1982,834.7,841.3,829.2,833.8
2/16/1982,833.8,834.7,817.3,831.3
2/17/1982,831.3,837,822.7,827.6
2/18/1982,827.6,837,824,829
2/19/1982,829,833.3,818.6,824.3
2/22/1982,824.3,835.8,809.6,811.3
2/23/1982,811.3,817.7,802.2,813
2/24/1982,813,829.7,806.5,826.8
2/25/1982,826.8,837.4,820.8,825.8
2/26/1982,825.8,831.2,817.8,824.4
3/1/1982,824.4,834.3,818.2,828.4
3/2/1982,828.4,840.7,821.5,825.8
3/3/1982,825.8,826,808.7,815.2
3/4/1982,815.2,819.8,800.7,807.6
3/5/1982,807.6,815,799.3,807.4
3/8/1982,807.4,819.8,794.5,795.5
3/9/1982,795.5,810.8,786.2,803.8
3/10/1982,803.8,815.3,797.9,804.9
3/11/1982,804.9,814.9,800.5,805.6
3/12/1982,805.6,806.3,792.1,797.4
3/15/1982,797.4,805.2,789.4,801
3/16/1982,801,808.4,795.6,798.3
3/17/1982,798.3,802.7,791.3,795.9
3/18/1982,795.9,808.4,795,805.3
3/19/1982,805.3,811.6,799.8,805.7
3/22/1982,805.7,824,804.8,819.5
3/23/1982,819.5,830.7,817.5,826.7
3/24/1982,826.7,831.8,819.9,823.3
3/25/1982,823.3,833.7,818.6,827.6
3/26/1982,827.4,827.4,814.1,817.9
3/29/1982,817.9,826.8,813.2,823.8
3/30/1982,823.8,829.7,817,824.5
3/31/1982,824.5,830.6,818.4,822.8
4/1/1982,822.8,836.7,820.5,833.2
4/2/1982,833.2,843.2,831.5,838.6
4/5/1982,838.6,843.9,831,835.3
4/6/1982,835.3,842.9,827.9,839.3
4/7/1982,839.3,845,832.5,836.4
4/8/1982,836.4,847.5,833.3,842.9
4/12/1982,842.9,847.3,836.4,841.3
4/13/1982,841.3,847.9,836.2,841
4/14/1982,841,844.5,831.9,838.1
4/15/1982,838.1,842.9,832.4,839.6
